12,29,4
18,32,5
8,49,4
6,2,4
11,42,4
46,20,5
41,9,4
32,51,5
50,37,4
7,15,2
33,17,4
34,31,3
30,39,5
18,43,4
38,41,5
34,21,3
18,30,3
26,32,2
7,22,5
34,1,4
5,4,4
41,26,3
6,33,4
45,12,3
18,37,3
7,5,2
34,8,2
26,42,5
25,33,4
45,48,4
15,5,3
6,26,5
48,43,3
41,40,2
25,46,4
30,17,5
24,30,5
25,24,5
17,27,2
36,6,4
23,31,5
21,3,4
49,47,4
18,35,3
40,26,5
48,49,5
39,42,5
45,29,5
47,4,5
7,17,4
41,31,1
17,46,5
35,9,3
48,44,4
44,50,1
38,44,5
21,14,4
17,22,4
44,25,2
45,41,5
41,45,5
24,13,4
46,5,3
50,26,4
29,49,3
26,36,5
7,42,4
28,22,5
43,21,3
20,43,5
32,4,4
48,25,5
44,19,5
32,8,4
35,42,4
18,8,5
19,50,5
11,7,4
22,38,4
40,51,2
28,18,5
33,47,5
19,41,1
46,33,5
43,44,4
50,2,4
43,27,4
48,28,1
35,2,5
40,38,5
16,17,4
31,16,4
17,48,4
17,44,4
49,36,4
26,31,4
39,17,4
30,35,4
28,38,5
18,42,5
49,26,5
27,9,5
43,40,5
22,26,5
32,22,3
32,29,5
28,13,5
28,19,5
49,23,3
31,6,3
49,15,3
14,37,4
47,46,4
20,10,4
7,29,3
37,3,4
36,37,4
22,9,3
29,3,5
15,46,5
13,18,3
22,28,5
8,24,5
18,31,4
21,15,4
6,22,5
40,12,3
25,50,5
9,45,4
11,30,4
43,38,4
50,23,5
31,26,5
11,23,3
13,31,5
44,8,5
8,34,3
10,7,5
11,36,4
37,15,5
5,25,5
37,41,4
19,2,2
36,23,3
6,20,4
36,20,3
6,34,1
50,9,2
41,41,5
36,26,5
10,39,5
6,37,5
12,25,3
44,33,3
13,38,1
33,40,4
34,46,5
21,7,4
20,24,3
24,48,2
40,46,5
39,37,4
46,32,1
26,19,5
18,29,2
23,27,5
39,23,5
22,19,3
30,11,4
36,45,3
14,8,4
33,49,3
29,23,3
5,13,5
22,3,4
19,49,5
19,37,3
21,1,5
25,21,5
29,12,5
47,47,4
10,34,4
29,6,5
28,9,5
20,16,5
19,23,5
42,20,5
13,1,2
49,39,3
48,20,1
35,43,3
33,4,4
24,44,2
50,11,3
35,14,3
44,34,4
49,42,3
14,12,5
43,33,3
46,3,1
33,8,5
35,26,5
8,12,5
16,23,3
32,6,4
50,19,4
34,11,3
38,21,1
42,49,4
37,50,4
29,34,3
33,9,4
49,25,5
41,36,3
36,3,4
10,29,4
39,24,4
16,33,3
13,2,5
29,48,5
16,11,5
14,28,1
31,27,3
13,49,5
47,23,4
20,7,5
28,47,3
8,26,4
27,46,3
37,33,2
27,36,3
8,22,3
5,1,3
29,2,3
14,27,5
27,19,5
24,10,3
16,6,5
27,27,3
34,20,5
50,33,3
28,16,4
48,11,3
6,49,4
32,30,4
34,2,5
15,13,1
20,4,2
24,47,5
41,44,3
24,42,3
11,2,5
36,16,5
21,46,1
50,8,4
19,17,5
36,36,5
50,45,3
17,3,5
18,41,3
49,12,2
21,10,5
30,24,5
30,15,5
16,1,4
41,33,3
41,22,5
14,41,2
25,4,4
42,21,4
40,16,3
27,33,5
49,13,5
15,41,3
34,3,3
5,23,4
22,16,4
28,29,3
15,19,5
30,10,5
36,48,3
25,37,3
15,17,4
7,33,5
47,42,4
32,32,3
45,27,5
36,13,5
16,19,5
6,42,4
8,38,5
28,40,4
26,33,5
39,40,4
25,19,5
23,50,4
18,5,2
46,26,5
33,30,4
33,39,5
15,49,4
14,32,5
32,39,4
29,50,3
19,33,4
7,11,4
35,44,2
21,23,5
7,30,4
46,37,4
37,28,3
28,31,5
38,39,4
43,10,2
50,31,4
27,35,5
19,18,5
7,40,4
33,5,3
34,44,4
23,30,3
37,34,4
39,50,5
23,1,5
14,19,4
45,21,3
13,10,5
28,27,3
38,29,5
32,16,3
30,28,5
11,46,5
40,20,3
33,38,4
37,5,4
50,50,5
40,27,4
26,11,5
48,23,4
19,20,5
11,43,3
22,7,4
31,46,3
19,12,3
19,26,4
20,15,4
42,31,3
16,13,3
15,24,4
15,18,5
17,45,2
46,16,5
26,37,4
11,27,3
16,38,4
24,3,5
45,19,5
44,27,4
26,2,4
37,38,5
41,7,4
13,33,5
49,14,5
14,50,2
20,8,3
19,51,4
14,51,2
38,7,4
15,12,4
11,26,5
16,7,5
43,2,3
38,20,4
16,27,4
16,40,5
50,43,5
27,24,5
48,24,4
24,24,4
28,46,4
20,26,3
21,12,4
41,18,1
42,30,4
24,27,4
41,12,4
35,29,4
8,17,2
33,44,4
47,10,4
9,32,4
41,2,1
23,24,5
27,4,5
41,34,5
15,11,2
16,12,5
47,15,5
31,4,4
33,2,2
12,30,4
29,13,4
25,35,5
19,46,5
46,47,5
29,9,4
19,21,1
38,51,4
37,19,5
6,9,4
37,23,4
45,14,5
45,50,2
41,27,4
5,10,4
36,19,5
25,36,5
31,31,5
21,8,4
20,39,3
21,30,2
40,8,3
50,34,5
32,33,5
46,44,4
27,6,5
40,43,4
38,47,4
6,25,3
43,24,4
35,6,5
39,36,3
50,21,3
29,31,5
37,20,3
14,22,5
17,47,3
7,13,1
31,29,5
37,16,4
41,50,5
44,14,4
44,49,3
26,15,3
40,48,5
28,11,2
15,25,4
28,35,5
12,12,4
16,45,5
42,33,3
40,31,4
47,27,4
33,19,4
45,39,4
34,12,5
9,50,5
11,41,5
47,1,5
20,38,5
24,45,3
10,31,3
6,10,5
49,11,5
10,37,4
47,30,4
46,4,5
18,9,2
17,1,5
50,39,5
16,20,5
23,41,3
39,51,3
24,22,3
5,46,3
40,39,3
26,7,3
7,7,5
26,34,5
45,24,4
13,13,3
21,32,5
17,2,5
28,5,4
40,36,5
11,22,4
25,9,4
31,2,5
16,51,4
25,11,4
8,42,4
26,48,5
42,34,4
46,45,3
40,5,5
28,41,4
12,47,5
23,6,4
10,4,5
23,44,4
33,20,5
44,9,5
36,40,3
16,31,3
8,29,4
14,29,4
9,10,4
40,41,4
36,34,3
22,51,3
25,34,5
44,42,3
41,38,4
37,14,5
10,9,5
40,32,5
49,41,5
20,47,4
23,43,5
5,48,5
45,1,3
14,39,4
14,20,4
36,42,5
9,19,3
14,48,4
50,46,5
45,51,4
11,34,3
15,43,4
24,8,5
17,7,3
12,26,3
40,50,5
5,6,3
11,14,5
8,48,1
11,21,5
27,16,5
38,9,4
30,40,3
9,13,5
22,32,4
26,9,5
24,9,5
32,31,5
44,1,2
35,50,3
42,11,4
27,39,5
29,17,5
16,50,4
42,6,1
34,36,5
33,36,5
14,24,5
35,34,5
20,14,2
28,30,4
9,4,3
27,23,5
7,38,4
38,19,5
28,33,5
22,40,3
17,34,5
15,16,5
11,13,5
27,31,5
11,8,5
12,2,4
27,22,4
11,12,5
40,30,4
29,40,4
49,29,3
5,39,5
37,29,5
19,40,1
36,22,3
12,50,5
10,14,2
9,8,4
5,50,5
41,37,5
28,34,5
38,14,5
22,49,4
37,24,1
26,41,5
21,25,5
21,40,4
43,45,2
13,17,5
32,40,4
37,27,4
44,30,4
16,44,1
47,44,5
39,39,5
49,5,4
39,41,3
14,23,5
21,42,5
44,45,4
5,15,3
7,21,5
31,21,5
22,11,3
24,11,4
10,13,5
21,50,5
31,47,5
37,35,3
48,14,5
39,30,4
29,32,3
23,25,3
25,2,5
9,16,5
26,13,5
43,13,3
14,6,5
13,3,1
44,6,5
17,14,4
32,24,3
39,6,5
10,49,5
28,7,5
20,51,5
32,9,5
32,46,5
26,49,4
13,23,4
17,29,5
33,31,5
19,27,3
39,7,4
34,39,4
11,1,5
27,38,5
8,27,5
20,50,4
48,42,4
45,13,4
49,30,5
47,43,5
5,31,5
35,37,1
31,25,2
47,8,4
33,42,5
15,8,5
27,2,4
14,15,3
44,47,4
21,20,2
25,20,3
45,44,5
37,7,4
31,50,3
39,14,4
19,24,5
12,28,5
15,44,5
19,29,4
20,27,3
43,28,2
5,38,3
13,36,3
15,51,5
18,15,3
32,36,4
39,16,4
8,9,3
42,50,3
5,20,4
26,1,4
47,31,4
50,14,3
38,2,5
9,47,5
5,12,5
37,51,4
5,32,4
16,47,3
33,22,4
48,41,4
44,10,4
12,18,3
38,46,4
10,51,3
21,13,4
31,20,5
12,38,4
46,42,5
18,49,3
31,37,4
11,19,5
10,41,3
39,15,3
29,20,5
8,32,3
16,42,5
8,25,4
31,38,5
10,48,5
27,42,5
41,16,5
47,49,5
46,34,5
42,4,5
18,6,2
44,20,3
41,48,5
47,38,4
33,15,4
38,38,1
50,15,5
49,8,4
10,23,4
9,18,5
19,4,5
7,14,5
29,27,4
26,18,5
30,27,4
22,6,3
47,11,3
19,8,5
45,34,5
19,47,5
40,22,5
34,22,3
32,44,4
47,41,5
44,41,5
39,13,3
5,26,3
7,31,4
28,28,5
9,41,5
8,40,4
5,9,3
37,43,3
26,10,4
40,7,5
43,46,2
26,39,3
30,19,4
32,25,1
35,10,5
48,22,5
48,36,5
5,2,3
29,36,4
30,46,3
10,43,5
35,4,4
6,51,5
50,44,4
40,47,5
46,18,4
20,5,3
8,33,5
25,18,5
32,28,5
20,22,3
21,44,4
35,33,5
38,50,5
27,43,5
32,18,2
10,19,5
36,8,4
43,34,5
12,14,5
31,1,3
33,11,4
12,5,5
9,36,5
25,30,4
41,24,2
38,5,5
10,20,5
42,27,5
33,28,3
50,10,5
41,28,5
13,26,5
8,14,3
44,37,2
23,34,3
23,33,2
34,42,2
29,24,4
20,36,4
16,8,5
8,11,3
35,24,1
35,49,4
33,18,4
33,21,4
8,41,5
48,46,5
38,22,2
30,25,3
43,23,4
41,43,4
22,34,4
9,5,5
8,36,5
8,8,3
41,47,5
38,31,4
45,30,3
42,38,3
35,3,5
43,19,4
41,3,5
42,22,5
25,42,4
14,9,4
37,8,4
13,12,2
37,21,2
38,16,4
21,21,3
48,40,5
25,31,4
40,29,4
16,9,5
50,25,5
22,17,3
37,47,3
8,23,1
33,23,4
31,7,5
12,44,5
30,38,3
21,41,4
45,32,4
48,33,3
41,39,3
42,36,2
25,27,5
29,29,3
24,6,4
35,35,4
15,48,4
8,51,3
23,49,4
23,37,4
16,16,4
12,34,4
20,18,1
42,37,4
22,46,2
17,8,1
19,42,5
14,43,5
17,23,4
14,35,5
18,10,3
21,17,5
17,5,3
8,13,5
18,38,4
15,42,5
25,3,2
12,10,2
41,23,4
41,46,4
30,23,4
14,17,3
20,13,5
11,40,3
22,50,5
22,5,3
11,25,4
30,30,5
11,35,4
31,12,4
36,27,1
42,26,4
12,31,5
43,39,3
40,2,4
14,26,5
38,24,4
47,45,5
40,44,3
12,23,5
13,20,5
30,4,5
24,33,3
30,14,4
34,29,5
6,12,4
11,47,5
49,27,4
26,6,5
25,45,2
28,12,4
44,36,4
15,1,3
32,26,5
46,35,5
5,5,4
44,31,4
32,20,5
25,1,3
29,25,4
29,15,4
23,14,5
37,2,5
50,32,4
42,12,5
43,50,5
47,21,1
44,16,5
39,44,4
10,32,3
10,2,4
49,38,4
33,26,4
7,34,5
44,24,3
26,5,1
40,33,5
9,25,3
14,45,3
17,36,1
32,38,3
29,37,5
36,12,3
19,32,4
33,1,4
41,8,5
5,8,1
34,23,5
8,18,2
36,31,1
35,21,5
8,19,4
7,32,4
36,28,5
35,41,1
15,6,5
37,25,4
28,32,5
17,10,1
43,36,5
26,14,5
11,15,3
32,14,2
13,19,5
6,38,5
48,8,5
19,15,5
38,34,4
27,34,4
30,18,4
20,21,4
5,37,5
12,49,4
43,8,4
17,18,3
48,29,5
34,16,4
33,48,4
5,24,3
46,22,5
29,18,3
25,38,5
48,19,5
5,41,1
15,21,5
34,50,3
29,21,3
50,17,4
26,16,3
22,13,4
12,17,5
42,32,4
34,38,5
21,36,4
29,47,5
37,40,4
38,28,3
15,40,4
12,19,3
33,25,4
21,27,4
20,2,4
11,50,4
10,42,3
12,13,4
13,25,5
